Data File Name,2100 expert_High Sensitivity DNA Assay_DE54700632_2019-09-05_14-26-31_manual_integration.xad
Data File Path,E:\201905_exports
Date Created,"Thursday, September 05, 2019 9:26:30 PM"
Date Last Modified,"Tuesday, November 03, 2020 12:54:25 AM"
Version Created,B.02.08.SI648
Version Last Modified,B.02.08.SI648
 
Assay Name,High Sensitivity DNA
Assay Path,C:\Program Files\Agilent\2100 bioanalyzer\2100 expert\assays\dsDNA
Assay Title,High Sensitivity DNA Assay
Assay Version,1.03
 
Number of Samples Run,11
 
Sample Name,sample 2
Number of Events,2121
 
Time,Value
32,-0.2351081
32.05,-5.819257E-02
32.1,6.278268E-02
32.15,0.187039
32.2,0.5105926
32.25,0.5414742
32.3,0.4818502
32.35,0.4833974
32.4,0.3113321
32.45,3.664846E-02
32.5,-0.3520465
32.55,-0.5231029
32.6,-0.5915817
32.65,-0.4946699
32.7,-0.151814
32.75,5.665906E-02
32.8,0.1311939
32.85,0.1949562
32.9,0.3187827
32.95,0.3866886
33,0.3063464
33.05,0.239929
33.1,7.855328E-02
33.15,-0.1245655
33.2,8.444726E-02
33.25,0.3583798
33.3,0.7108424
33.35,0.7330743
33.4,0.6527928
33.45,0.5431445
33.5,0.487634
33.55,0.417662
33.6,0.4383331
33.65,0.3160612
33.7,0.2677108
33.75,0.1574802
33.8,0.2282105
33.85,0.2672446
33.9,0.2608918
33.95,0.3051762
34,0.4288358
34.05,0.4457355
34.1,0.2478183
34.15,1.706012E-02
34.2,-9.637104E-02
34.25,-0.1350565
34.3,-0.1368592
34.35,-0.1445742
34.4,-0.2287999
34.45,-0.2845657
34.5,-0.1083458
34.55,0.2102029
34.6,0.5423731
34.65,0.6058053
34.7,0.4927937
34.75,0.4083563
34.8,0.3593324
34.85,0.4112284
34.9,0.4635651
34.95,0.4783726
35,0.4234254
35.05,0.3177477
35.1,0.1946357
35.15,8.111759E-02
35.2,7.060022E-02
35.25,0.1167704
35.3,0.1807861
35.35,0.2534835
35.4,0.3348732
35.45,0.2231659
35.5,7.797895E-02
35.55,0.086433
35.6,8.088683E-02
35.65,3.778833E-02
35.7,5.095483E-02
35.75,0.1681929
35.8,0.2201588
35.85,0.1452903
35.9,0.2697281
35.95,0.2866492
36,0.2606057
36.05,0.2117244
36.1,0.2989809
36.15,0.436753
36.2,0.5384261
36.25,0.5167119
36.3,0.4061269
36.35,0.2104992
36.4,5.810113E-02
36.45,6.678015E-03
36.5,0.1629716
36.55,0.4875724
36.6,0.6692078
36.65,0.8297219
36.7,0.7955783
36.75,0.615115
36.8,0.4236049
36.85,0.3927412
36.9,0.5581304
36.95,0.6870213
37,0.6558522
37.05,0.7868623
37.1,0.6636653
37.15,0.5905334
37.2,0.4091796
37.25,0.3479831
37.3,0.3645305
37.35,0.480942
37.4,0.5855856
37.45,0.5738582
37.5,0.4618144
37.55,0.442037
37.6,0.4240114
37.65,0.4160839
37.7,0.4418058
37.75,0.4189036
37.8,0.3405399
37.85,0.3366638
37.9,0.4863312
37.95,0.4600283
38,0.2342028
38.05,7.598095E-02
38.1,6.388094E-02
38.15,0.2182813
38.2,0.2481766
38.25,0.2970187
38.3,0.2919738
38.35,0.1357781
38.4,0.1915649
38.45,0.3807344
38.5,0.570515
38.55,0.6607023
38.6,0.4956086
38.65,0.3918734
38.7,0.4584419
38.75,0.6462985
38.8,0.7824924
38.85,0.7763388
38.9,0.7555261
38.95,0.5899791
39,0.3758727
39.05,0.3241969
39.1,0.2061739
39.15,0.1241032
39.2,7.067651E-02
39.25,0.2847944
39.3,0.3665707
39.35,0.4531249
39.4,0.417105
39.45,0.3496233
39.5,9.357005E-02
39.55,-8.733844E-02
39.6,-0.0908462
39.65,0.2798333
39.7,0.6751657
39.75,0.8813474
39.8,0.8350782
39.85,0.7186404
39.9,0.5902886
39.95,0.5867857
40,0.7316749
40.05,0.8309709
40.1,0.7247501
40.15,0.6087098
40.2,0.6368787
40.25,0.756914
40.3,0.8986738
40.35,0.8917814
40.4,0.6985943
40.45,0.6714643
40.5,0.643934
40.55,0.5937523
40.6,0.4745774
40.65,0.3880466
40.7,0.353119
40.75,0.3865944
40.8,0.547933
40.85,0.7141442
40.9,0.7692821
