Data File Name,2100 expert_High Sensitivity DNA Assay_DE54700632_2020-03-13_17-24-22_exports.xad
Data File Path,E:\201905_exports
Date Created,"Saturday, March 14, 2020 12:24:22 AM"
Date Last Modified,"Tuesday, November 03, 2020 12:48:31 AM"
Version Created,B.02.08.SI648
Version Last Modified,B.02.08.SI648
 
Assay Name,High Sensitivity DNA
Assay Path,C:\Program Files\Agilent\2100 bioanalyzer\2100 expert\assays\dsDNA
Assay Title,High Sensitivity DNA Assay
Assay Version,1.03
 
Number of Samples Run,8
 
Sample Name,sample 7
Number of Events,2121
 
Time,Value
32,-5.836487E-02
32.05,-5.836487E-02
32.1,-5.836487E-02
32.15,-5.836487E-02
32.2,-5.836487E-02
32.25,-5.836487E-02
32.3,-5.836487E-02
32.35,-5.836487E-02
32.4,-5.836487E-02
32.45,-5.836487E-02
32.5,-5.836487E-02
32.55,-5.836487E-02
32.6,-5.836487E-02
32.65,-5.836487E-02
32.7,-5.836487E-02
32.75,-5.836487E-02
32.8,-5.836487E-02
32.85,-5.836487E-02
32.9,-5.836487E-02
32.95,-5.836487E-02
33,-5.836487E-02
33.05,-5.836487E-02
33.1,-5.836487E-02
33.15,-5.836487E-02
33.2,-5.836487E-02
33.25,-5.836487E-02
33.3,-5.836487E-02
33.35,-5.836487E-02
33.4,-5.836487E-02
33.45,-5.836487E-02
33.5,-5.836487E-02
33.55,-5.836487E-02
33.6,-5.836487E-02
33.65,-5.836487E-02
33.7,-5.836487E-02
33.75,-5.836487E-02
33.8,-5.836487E-02
33.85,-5.836487E-02
33.9,-5.836487E-02
33.95,-5.836487E-02
34,-5.836487E-02
34.05,2.994152E-02
34.1,0.2412188
34.15,0.1058251
34.2,-1.938079E-02
34.25,-0.7096905
34.3,-0.8859037
34.35,-1.05847
34.4,-0.8367146
34.45,-0.2012525
34.5,0.2490449
34.55,0.4986494
34.6,0.5185333
34.65,0.1851495
34.7,0.1075914
34.75,0.1694896
34.8,0.1912171
34.85,0.2225445
34.9,0.4268084
34.95,0.5014896
35,0.3810605
35.05,0.5415992
35.1,0.8032309
35.15,0.7825443
35.2,0.5544241
35.25,0.8409476
35.3,0.9406142
35.35,0.9188934
35.4,0.5950426
35.45,0.4920836
35.5,-1.395899E-02
35.55,-0.3755122
35.6,-0.6153162
35.65,-0.354698
35.7,-0.4324885
35.75,-0.4058785
35.8,-0.1765194
35.85,9.192239E-02
35.9,4.018307E-03
35.95,9.256722E-02
36,0.3773904
36.05,0.5216443
36.1,0.3017582
36.15,0.2143712
36.2,0.2472243
36.25,-0.1136356
36.3,-0.6479732
36.35,-1.06525
36.4,-1.108333
36.45,-1.424357
36.5,-1.26139
36.55,-1.063385
36.6,-0.91092
36.65,-0.7844135
36.7,-0.660183
36.75,-0.2564304
36.8,0.2231245
36.85,0.2874434
36.9,0.3469944
36.95,0.2979546
37,0.4437253
37.05,0.5260873
37.1,0.6226432
37.15,1.064977
37.2,1.276919
37.25,0.9737262
37.3,0.5131923
37.35,0.1961156
37.4,-0.2056218
37.45,-0.4421076
37.5,-9.316667E-02
37.55,0.5131721
37.6,0.5426248
37.65,0.3246093
37.7,-4.391743E-03
37.75,-0.5176439
37.8,-1.039695
37.85,-0.8932676
37.9,-0.2771817
37.95,0.3528032
38,0.4627005
38.05,5.796301E-02
38.1,-0.5284409
38.15,-0.9071159
38.2,-0.7145351
38.25,-0.3813613
38.3,-0.3445929
38.35,-0.5955963
38.4,-1.222574
38.45,-1.916371
38.5,-2.178329
38.55,-2.116725
38.6,-1.329401
38.65,-0.4970041
38.7,0.4463313
38.75,1.167885
38.8,1.265761
38.85,0.9091417
38.9,0.3499048
38.95,-0.2990124
39,-0.4029709
39.05,-0.1174216
39.1,0.4537081
39.15,0.8954958
39.2,0.8076415
39.25,0.3021707
39.3,-0.1762586
39.35,-0.3594953
39.4,-0.2534745
39.45,-5.789474E-02
39.5,-0.2284249
39.55,-0.4838556
39.6,-0.9544041
39.65,-0.989971
39.7,-0.8072224
39.75,-0.6555139
39.8,-0.899847
39.85,-1.21554
39.9,-1.452559
39.95,-1.622028
40,-1.835988
40.05,-1.77489
40.1,-1.647966
40.15,-1.570808
40.2,-1.562387
